Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
6,1,3,1154,HA,HNL,OGG,100,N
1,10,2,2121,AS,SFO,SEA,679,Y
11,11,6,921,WN,IAD,MDW,577,N
11,15,3,706,UA,MSY,ORD,837,N
9,6,2,1734,CO,IAH,PHX,1009,N
9,5,2,1641,OO,ABQ,LAX,677,N
2,22,3,1931,WN,PHX,ONT,325,Y
12,9,6,1740,YV,COS,PHX,551,N
5,14,7,648,US,SAN,PHX,304,N
5,6,6,1223,US,OAK,PHX,646,N
11,24,5,1511,AA,DFW,IND,762,N
1,20,4,1238,UA,DEN,BOI,649,Y
10,11,3,841,NW,RDU,MSP,981,N
6,18,7,2114,AS,SEA,GEG,224,N
8,5,6,1020,MQ,BTR,DFW,383,N
3,23,4,1655,WN,HOU,OKC,419,N
9,30,5,1740,XE,IAH,MCI,643,Y
2,12,6,1322,US,SJU,PIT,1739,N
3,15,3,943,HA,KOA,HNL,163,N
11,26,6,1909,MQ,DCA,BNA,562,N
10,25,3,1759,DL,ATL,PBI,545,N
7,11,1,1136,UA,DCA,ORD,612,N
3,18,6,1057,XE,DAL,IAH,217,N
8,7,7,857,AA,PSP,DFW,1126,N
8,10,3,1559,F9,CAK,DEN,1224,N
5,14,7,2049,UA,LAS,LAX,236,N
11,3,5,1726,NW,DTW,FNT,56,N
7,27,3,1237,FL,ATL,CAK,528,N
7,31,1,1802,AA,DFW,TUL,237,N
7,12,2,645,WN,SLC,OAK,588,N
9,20,3,1637,OH,CVG,DAY,64,N
2,3,4,1103,AA,DTW,DFW,987,N
6,15,4,1506,YV,PHX,LAX,370,Y
2,1,3,1754,AA,ORD,LGA,733,N
4,5,2,556,OO,ABQ,SLC,493,N
6,15,4,1735,WN,PHX,HOU,1020,Y
11,4,5,1100,WN,AUS,HOU,148,N
6,11,7,1627,OO,DEN,TUL,541,Y
11,11,5,1552,CO,IAH,LAX,1379,N
10,20,5,1855,XE,CLE,BUF,192,N
12,20,3,1730,UA,JFK,SFO,2586,N
1,25,2,1125,WN,OAK,LAX,337,Y
10,17,1,1035,OH,LAN,CVG,258,N
1,29,7,1327,OO,BUR,SLC,574,N
7,8,5,625,WN,CLE,MDW,307,N
3,7,1,1027,NW,MSP,DCA,931,N
3,5,6,1845,WN,TPA,PVD,1137,N
6,21,3,1531,MQ,MRY,LAX,267,N
6,21,2,640,TZ,MDW,MSP,349,N
1,28,6,1053,AA,SJU,MIA,1045,N
1,2,1,607,XE,ALB,CLE,424,N
4,27,3,746,UA,BWI,ORD,622,N
8,9,2,1824,UA,ORD,RSW,1120,N
9,13,2,1301,OO,ORD,GRR,137,N
11,1,3,1036,F9,DEN,AUS,775,N
11,15,3,2037,WN,ELP,MAF,246,N
8,9,2,2018,WN,STL,PHX,1262,Y
8,31,3,2311,UA,PDX,ORD,1739,N
6,12,7,2032,AA,ORD,DFW,802,N
2,9,3,1021,US,BOS,PHL,280,N
4,12,2,1751,AA,DFW,SJC,1438,N
9,14,4,1824,NW,MEM,CMH,518,N
8,20,7,859,US,CMH,PHL,405,N
10,24,2,2022,WN,PVD,MDW,842,N
8,2,3,1529,CO,EWR,SJU,1608,Y
7,27,3,1204,UA,ORD,GRR,137,Y
3,26,6,1446,US,PHL,MIA,1013,N
11,19,7,1330,AA,DEN,DFW,641,Y
3,20,7,1636,DL,CVG,PHX,1569,N
11,11,5,1727,OO,CHS,ORD,760,Y
8,6,7,1135,NW,MSP,FSD,197,N
3,24,4,1354,DL,ATL,EWR,745,Y
12,10,7,942,WN,HOU,MSY,303,N
10,18,2,1336,UA,LAX,LAS,236,Y
6,22,3,1539,US,DCA,BUF,296,N
3,6,1,1234,EV,ATL,CAK,528,N
2,23,3,2217,WN,LAS,OAK,407,Y
6,12,1,1840,YV,GSO,ORD,590,N
2,15,3,1650,OH,SYR,CVG,527,N
4,19,3,1002,NW,DTW,ORF,529,N
10,7,6,732,CO,IAH,FLL,965,N
10,21,6,2026,UA,DEN,RNO,804,N
6,15,3,1717,NW,MSP,MSO,1013,N
3,24,5,643,OO,ORD,PIT,412,N
3,16,3,1426,B6,FLL,JFK,1069,Y
5,6,6,828,AS,FAI,ANC,261,N
11,23,4,718,WN,PHX,HOU,1020,N
9,30,6,1019,OO,SLC,OMA,839,N
8,24,3,605,FL,ROC,ATL,749,N
11,11,5,1303,OO,CPR,SLC,320,Y
7,12,2,1201,OO,DEN,GTF,624,N
6,12,7,1618,WN,PHX,ABQ,328,Y
1,24,2,905,WN,MDW,SAN,1728,N
10,8,6,1919,NW,MSP,MDW,349,N
11,16,3,1330,UA,ORD,IAD,589,N
3,29,2,1023,NW,MSP,FLL,1487,N
5,1,1,724,XE,CLE,MSP,622,N
1,10,2,1731,US,FLL,DCA,899,N
10,29,7,1810,YV,ORD,MBS,222,N
5,10,3,655,OH,HSV,CVG,325,N
5,25,3,1744,UA,IND,ORD,177,N
4,26,2,1410,FL,MCO,BWI,787,N
2,23,3,853,NW,ORF,DTW,529,N
5,13,5,1743,MQ,SBA,LAX,89,N
10,30,1,1744,US,LAS,SNA,226,Y
4,6,3,1708,NW,DTW,CLT,500,N
12,26,2,1834,MQ,OMA,ORD,416,N
12,31,6,1541,HA,HNL,LAS,2762,N
9,2,5,1747,AA,SDF,DFW,733,N
11,24,5,1955,WN,PVD,BWI,328,N
8,1,2,1505,AQ,KOA,HNL,163,N
7,5,2,1009,OH,TRI,CVG,216,N
12,27,2,1016,NW,MSP,IND,503,N
7,23,6,1503,OH,JFK,IAD,228,Y
3,12,6,1231,DL,ELP,ATL,1282,N
12,31,6,1459,AA,ORD,MCI,403,Y
12,2,5,1724,EV,SLC,JAC,205,N
5,9,1,1003,UA,ORD,SJC,1829,N
9,10,7,1626,XE,EWR,PVD,160,N
9,6,3,1325,OO,PDX,RDM,116,N
8,17,4,850,XE,LGA,CLE,418,N
10,11,2,936,US,CLT,MIA,650,N
5,9,2,1021,US,PHX,OGG,2845,N
9,14,4,652,CO,BOS,EWR,200,N
2,13,1,830,OH,CVG,STL,307,N
6,24,6,2117,AA,DFW,DCA,1192,Y
5,16,2,2018,US,PHL,BWI,90,N
7,5,3,728,DL,IAD,SLC,1827,N
2,20,1,1949,OO,ORD,MLI,139,N
2,21,1,2030,AA,LGA,ORD,733,Y
8,31,3,809,NW,SFO,DTW,2079,N
2,9,3,1720,WN,ONT,PHX,325,N
8,7,1,1737,WN,MSY,BNA,471,Y
1,30,1,1332,HA,HNL,KOA,163,N
5,28,7,1559,US,RSW,PHL,992,N
9,2,5,1830,EV,ROA,ATL,357,Y
12,6,3,1405,MQ,SAN,LAX,109,N
9,23,5,20,NW,LAX,DTW,1979,N
3,15,3,1031,UA,CMH,ORD,296,N
11,21,1,950,DL,ATL,BOS,946,Y
2,7,2,1627,AA,OMA,ORD,416,N
11,2,4,656,NW,DTW,MCO,957,N
10,22,7,731,AA,DTW,ORD,235,N
8,22,1,1659,HP,LAS,SNA,226,N
3,24,4,859,DL,CVG,SAN,1865,N
7,30,6,723,OO,SBA,LAX,89,N
8,27,7,701,DL,ATL,IAD,533,N
11,15,3,1725,AA,LGA,ORD,733,Y
3,31,4,1620,AA,SLC,DFW,988,N
3,25,6,1820,OH,CVG,OKC,756,N
9,10,7,1000,US,PHL,SAN,2369,N
3,29,3,1628,UA,SLC,DEN,391,N
5,14,7,1012,CO,PHX,IAH,1009,N
3,23,3,1713,XE,EWR,CLT,529,Y
5,25,4,1527,NW,DTW,LAS,1750,N
7,12,3,1019,MQ,DFW,CRP,354,N
1,6,4,1901,DL,EWR,ATL,745,Y
10,23,1,1540,WN,RNO,LAS,345,N
4,29,5,2005,US,PHL,SFO,2521,N
7,6,4,632,UA,ORD,EWR,719,N
12,1,5,1750,US,AUS,PHX,872,N
4,1,5,1913,US,IAD,CLT,321,N
12,15,4,759,CO,IAH,TPA,787,N
11,16,4,818,YV,PWM,CLT,812,N
2,17,4,1808,WN,ONT,LAS,197,Y
10,4,2,1140,WN,RDU,PHL,336,Y
10,21,5,1256,DL,MCO,ATL,403,N
12,22,5,618,XE,BNA,IAH,657,N
9,20,2,729,AA,BDL,SJU,1666,Y
5,21,7,1931,UA,EWR,SFO,2565,Y
12,6,3,657,XE,BUF,CLE,192,N
5,2,2,1131,US,CLT,FLL,631,N
1,21,6,1140,OH,RSW,CVG,879,Y
12,3,7,2045,US,FLL,LAS,2174,N
12,19,2,1104,OO,PDX,RDM,116,N
10,8,7,956,OO,SFO,RDD,199,N
4,30,7,1404,OO,SFO,MOD,78,Y
5,26,5,1153,XE,IAH,MCO,853,N
4,4,1,1632,WN,OAK,SAN,446,Y
6,20,1,812,WN,MDW,RDU,632,Y
3,16,4,1413,AA,FLL,DFW,1119,N
8,23,3,1303,MQ,DFW,JAN,408,N
8,12,5,958,AA,DFW,ORD,802,N
7,11,2,1406,AA,SAN,DFW,1171,N
7,4,2,1350,MQ,BWI,JFK,184,N
8,26,5,2030,WN,RDU,BWI,255,N
3,8,3,1550,WN,DAL,SAT,248,Y
10,2,7,2141,AS,OME,ANC,539,N
9,19,1,857,DL,SAV,ATL,215,N
10,26,3,2045,OH,MIA,MCO,193,N
12,6,3,1603,OO,LAX,BOI,674,N
2,28,1,710,WN,LIT,PHX,1136,N
4,7,4,1308,UA,DEN,BWI,1491,Y
7,28,5,1256,WN,SEA,PHX,1107,N
3,7,1,1315,HP,RNO,PHX,601,Y
2,6,7,1222,NW,ROC,DTW,296,N
6,8,3,2119,UA,ORD,MIA,1197,Y
4,5,3,1819,XE,STL,IAH,668,Y
9,4,7,1457,CO,CLE,IAH,1091,N
2,25,5,2046,DL,CVG,PBI,892,N
3,13,7,1312,DL,MIA,ATL,595,N
8,3,4,1901,DL,ATL,MCI,692,N
7,17,1,1128,MQ,MOB,DFW,540,N
8,28,1,1548,WN,AUS,DAL,189,N
6,15,3,1840,CO,MSY,IAH,305,N
12,31,7,600,OH,TYS,LGA,647,N
10,29,6,1727,AA,DFW,LAX,1235,Y
3,20,7,1050,CO,IAH,BOS,1597,N
6,4,6,1115,WN,LAX,ABQ,677,Y
8,9,3,1149,CO,IAH,PHX,1009,N
6,3,6,1019,DL,MCO,JFK,944,Y
10,3,1,1239,CO,BWI,IAH,1235,N
9,19,2,1350,YV,IAD,PHL,134,Y
3,28,2,1110,WN,PDX,SJC,569,N
2,5,7,1416,EV,ORF,ATL,516,N
9,14,3,824,UA,MCO,DEN,1545,N
8,11,5,1654,XE,IAD,EWR,213,N
4,25,2,1124,DL,SLC,SMF,532,N
7,26,2,1609,AA,DFW,TUS,813,Y
4,27,3,1728,NW,MSY,MSP,1040,N
9,30,5,1904,DL,MCO,CVG,756,N
5,26,4,1033,XE,IAH,GPT,376,N
5,3,3,1145,WN,BHM,HOU,570,N
8,25,5,837,WN,OAK,BUR,325,N
6,24,6,1221,FL,PHL,FLL,992,Y
1,9,7,1417,US,SEA,PHL,2378,Y
2,12,6,1714,FL,BWI,TPA,842,N
10,6,4,1813,OO,TUS,SLC,601,N
10,4,3,2144,WN,MCO,FLL,178,N
8,13,6,1751,AA,ORD,STL,258,Y
7,31,7,1352,OO,SLC,CPR,320,N
7,25,2,1810,MQ,SAT,DAL,248,N
10,30,7,1824,MQ,ORD,CMI,135,N
5,15,1,1324,WN,LAX,PHX,370,Y
12,4,7,806,AA,MIA,SJU,1045,N
3,22,2,855,WN,SEA,RNO,564,N
3,16,3,2111,FL,EWR,ATL,745,Y
11,28,2,1404,OO,SLC,MSO,436,Y
7,3,1,752,FL,DCA,RSW,892,N
9,22,5,1605,EV,VPS,ATL,264,Y
11,10,4,2248,UA,SAN,ORD,1723,N
11,26,7,1030,XE,EWR,CMH,462,N
1,3,2,713,NW,MCI,MEM,392,N
5,17,2,1157,UA,IAH,DEN,861,N
8,11,4,1459,DL,SLC,SAN,626,N
12,21,4,1053,OO,SLC,FAR,865,Y
5,16,2,811,FL,PHF,BOS,464,Y
10,3,2,1719,OO,RDD,SFO,199,Y
4,10,1,1355,AA,MIA,TPA,204,N
10,12,4,2050,WN,PHX,DEN,602,N
9,16,6,1309,OO,LAX,SMF,373,N
3,13,7,857,AA,MSP,ORD,334,N
7,2,6,1055,WN,OKC,PHX,833,N
12,3,6,1724,OO,SAN,LAX,109,N
10,24,2,1914,NW,MSP,BOS,1124,Y
2,14,2,1913,CO,IAH,JAX,817,N
1,4,3,1117,XE,STL,IAH,668,N
3,11,5,2028,WN,MCO,BNA,616,N
2,11,5,1656,MQ,CLL,DFW,164,N
11,26,6,1231,UA,DEN,BWI,1491,N
6,24,5,1429,AA,DFW,ICT,328,N
7,31,1,1543,AA,MIA,BWI,946,N
6,20,2,850,OH,LGA,RIC,292,Y
4,7,5,930,WN,DAL,HOU,239,N
4,15,5,849,OH,CVG,COS,1078,N
3,22,3,1019,UA,LAX,DEN,862,N
1,3,1,1331,AA,ORD,STL,258,N
11,8,3,1537,YV,FAT,PHX,493,N
10,15,6,1041,XE,MCI,EWR,1092,N
6,11,6,1405,XE,MEM,CLE,622,N
5,8,1,935,AA,DFW,LAS,1055,Y
7,30,7,902,CO,CLE,PHX,1737,N
8,17,4,2127,DL,ATL,IAH,689,N
9,29,5,1038,FL,MYR,ATL,317,N
2,10,4,2245,FL,ATL,EWR,745,N
3,20,7,1713,OO,SBP,LAX,155,N
6,10,6,1127,DL,ATL,PHL,665,N
1,2,7,715,EV,ATL,IAD,533,N
8,24,3,1959,UA,ANC,ORD,2846,N
8,14,1,628,DL,SJC,SLC,585,N
5,22,7,1558,OO,SEA,GEG,224,N
10,19,3,1503,EV,ATL,VLD,208,Y
8,2,2,1600,WN,OAK,LAX,337,N
12,7,4,1114,AA,TPA,ORD,1012,N
11,21,1,2258,NW,DTW,MSP,528,Y
4,13,4,1335,WN,SJC,ONT,333,N
1,18,3,2059,WN,LAS,PHX,256,Y
12,11,7,1207,NW,PDX,MSP,1426,N
11,15,2,920,XE,IAH,OMA,781,N
2,6,7,708,UA,IAH,ORD,925,N
5,25,3,718,AS,SFO,PSP,421,N
6,6,1,1916,UA,LAS,LAX,236,Y
3,12,7,812,FL,PIT,MCO,834,N
3,3,4,800,WN,MDW,CLE,307,N
3,23,4,1100,MQ,ORD,BTR,810,Y
12,5,2,759,DL,FLL,BOS,1237,N
3,9,4,933,WN,HOU,DAL,239,Y
3,10,4,803,UA,OAK,DEN,957,N
10,2,7,2140,WN,PHX,LAS,256,N
6,23,5,1351,NW,DTW,EWR,487,N
2,23,4,556,FL,MCO,ATL,403,N
10,1,7,1123,AQ,HNL,KOA,163,N
2,15,2,926,AA,ORD,ABQ,1118,N
9,17,6,1129,B6,BUF,JFK,301,N
6,9,4,1619,AA,MIA,MCO,193,N
2,22,3,905,UA,SFO,LAX,337,N
2,3,4,1200,UA,EWR,DEN,1605,Y
4,2,6,1057,XE,IAH,CRW,975,N
5,9,1,1128,OO,SFO,COS,963,N
12,3,6,625,DL,PDX,CVG,1975,N
9,6,2,950,AA,LAX,ORD,1745,N
9,22,4,1220,EV,ATL,CSG,83,N
12,25,1,1001,US,SJC,PHX,621,Y
6,27,1,653,XE,IAD,CLE,288,N
1,23,1,1120,WN,BNA,CMH,338,N
6,30,5,735,DL,IAH,SLC,1195,N
10,14,5,1906,CO,IAH,PIT,1117,Y
5,1,7,1656,CO,FLL,EWR,1065,N
7,31,7,2117,OO,ORD,SYR,607,Y
2,27,7,951,DL,ATL,SJC,2116,N
6,30,4,750,US,CLT,SFO,2296,N
8,28,1,1152,WN,RSW,MDW,1105,N
8,5,5,1747,AA,LAX,LIH,2615,Y
3,2,4,1830,WN,OAK,BUR,325,N
10,24,2,1330,WN,OAK,MCI,1489,N
2,7,1,810,OH,ATL,CHA,106,N
9,10,7,1550,DL,ATL,CLE,554,N
6,26,7,1858,AA,DTW,ORD,235,N
9,9,5,1414,DL,SAV,ATL,215,N
8,15,2,1121,OO,SLC,MFR,575,N
1,3,2,803,CO,EWR,IAH,1400,N
4,19,2,730,CO,CLE,BWI,314,N
3,31,5,917,OO,PSC,SLC,521,N
7,18,2,834,AA,ORD,RSW,1120,N
9,30,5,710,US,IAH,DCA,1208,N
9,28,3,5,AA,LAX,DFW,1235,N
11,28,1,1424,FL,ATL,RSW,515,Y
2,11,5,1959,DL,PNS,ATL,272,N
1,31,2,1545,WN,IND,LAS,1591,N
5,4,4,1450,UA,DFW,DEN,641,N
9,15,5,716,AA,LGA,DFW,1389,N
1,12,3,820,WN,AMA,ABQ,277,N
2,17,5,955,WN,MDW,SDF,271,Y
7,20,3,1355,WN,SAT,HOU,192,Y
8,7,1,1820,WN,AUS,HOU,148,Y
12,13,2,1540,WN,MCO,BNA,616,N
11,10,5,1148,DL,ATL,DFW,732,N
3,3,5,1420,EV,LEX,ATL,303,Y
8,14,7,1215,WN,BUR,OAK,325,N
3,9,4,1435,FL,MDW,ATL,590,Y
7,22,6,634,US,JAX,PHL,742,N
2,17,5,610,WN,GEG,PDX,279,N
7,9,6,1444,MQ,CID,DFW,685,N
10,31,2,625,DL,DTW,ATL,594,N
1,28,5,652,MQ,ORD,ALB,723,N
11,15,3,1526,DL,ATL,CMH,446,Y
3,22,2,1353,US,CLT,JAX,329,Y
12,22,5,759,XE,CLE,BWI,314,Y
1,14,6,1426,US,SEA,PHX,1107,N
3,13,7,1546,OO,LAX,SBA,89,N
8,27,7,959,YV,ORD,FSD,462,N
6,27,1,931,US,CLT,STT,1520,N
2,24,5,2129,UA,ORD,IAD,589,N
3,2,3,727,EV,AUS,SLC,1085,N
6,6,2,1805,YV,PHX,TUS,110,N
8,19,5,1243,DL,SMF,ATL,2092,N
12,20,3,1809,US,TPA,DCA,814,N
3,29,3,1841,DL,JFK,LAX,2475,N
2,9,3,1720,OO,DEN,BUR,850,N
2,27,1,1155,CO,IAH,SFO,1635,Y
11,8,3,1214,CO,EWR,IAH,1400,Y
10,22,6,1017,NW,DTW,GRR,120,N
7,16,7,730,DL,BWI,ATL,576,N
11,26,6,1206,TZ,LGA,MDW,725,N
5,8,1,1741,CO,CLE,IAH,1091,N
9,19,1,808,UA,ORD,DTW,235,Y
11,27,7,40,DL,ATL,PNS,272,Y
5,29,7,622,MQ,ATL,ORD,606,N
5,9,2,1727,XE,IAH,ATL,689,N
6,7,2,700,EV,MCN,ATL,79,Y
11,7,2,1723,US,PIT,PHL,267,Y
5,24,2,1845,CO,IAH,ORD,925,N
3,31,5,600,DL,TLH,ATL,223,N
8,2,2,1419,NW,MSP,MOT,449,N
11,2,4,2017,WN,RNO,BOI,335,N
3,20,7,2030,US,LGA,BUF,292,Y
5,3,3,1746,XE,MSN,EWR,799,N
10,28,6,856,UA,SFO,IAD,2419,N
11,10,4,1505,WN,LAS,ALB,2237,N
12,15,5,1309,UA,LAX,DFW,1235,Y
12,21,3,828,CO,SEA,IAH,1874,N
3,17,4,1017,OO,PSP,LAX,110,N
9,7,4,1225,MQ,TYR,DFW,103,N
10,2,1,1225,WN,BUF,BWI,281,N
3,18,5,733,XE,IAH,BNA,657,N
2,14,2,1015,WN,SAN,PHX,304,N
2,22,3,1008,DL,ATL,VPS,264,N
1,2,1,1051,OO,BUR,SFO,326,Y
4,3,1,1605,OH,CVG,BHM,396,N
1,30,1,1541,FL,ATL,DTW,594,N
8,10,4,1914,AA,DCA,DFW,1192,Y
5,21,7,527,XE,TUS,IAH,936,N
2,7,1,1506,B6,JFK,BTV,267,N
2,21,2,1147,US,FLL,PHL,992,N
9,21,3,1227,XE,MSY,IAH,305,N
5,25,3,631,MQ,MQT,GRB,134,N
6,30,5,647,AA,DCA,ORD,612,N
2,23,4,1009,XE,SDF,CLE,304,Y
3,31,4,1057,US,DCA,CLE,310,N
8,4,5,2048,US,PHL,BUF,279,Y
11,22,3,2152,US,LAX,PHX,370,N
10,31,1,1709,MQ,ORD,XNA,522,N
5,20,5,840,WN,LAS,BOI,520,N
3,17,4,1959,NW,MCO,DTW,957,Y
10,4,2,1710,DH,PWM,IAD,494,N
2,24,4,900,WN,LAX,LAS,236,N
10,29,7,1202,XE,OKC,IAH,395,N
6,28,3,627,NW,MCO,MEM,683,N
9,6,3,1815,NW,MSN,MSP,228,N
12,20,2,1403,OO,SFO,SBP,191,Y
2,11,5,935,NW,MEM,MIA,860,N
7,15,5,2028,FL,DCA,ATL,547,Y
9,26,2,1420,MQ,DFW,SPS,113,N
3,5,7,1337,OO,SLC,SFO,599,Y
5,16,1,2246,AA,OGG,SJC,2356,N
6,24,5,1227,AA,ORD,DFW,802,N
7,17,7,559,OO,TUS,LAX,451,N
12,20,2,1607,WN,MDW,JAN,666,N
4,27,4,1542,AA,DFW,SAT,247,N
3,2,4,2130,AA,DFW,BNA,631,Y
4,19,2,1355,AA,LGA,ORD,733,N
1,19,3,641,DL,FLL,ATL,581,N
5,19,4,1901,UA,ROC,ORD,528,Y
4,7,4,1134,DL,ATL,BOS,946,N
4,3,7,719,MQ,ORD,TOL,214,N
3,20,7,550,OH,SRQ,CVG,812,N
11,6,1,1233,YV,MDT,IAD,94,Y
3,22,2,606,MQ,JAN,DFW,408,N
7,13,3,1255,OH,STL,CVG,307,Y
11,27,1,1635,F9,PHL,DEN,1557,N
3,20,7,1306,OO,AZO,ORD,122,N
10,19,4,805,XE,IAH,CLT,913,Y
1,15,6,1806,MQ,CLL,DFW,164,Y
7,4,2,1004,OH,CVG,OKC,756,N
6,18,6,625,WN,RDU,BNA,443,N
9,29,4,2118,XE,IAH,ORD,925,N
6,11,6,1005,NW,SFO,MSP,1589,N
10,5,4,1818,XE,DCA,CLE,310,N
4,15,5,1144,DL,DTW,ATL,594,N
3,23,3,1340,NW,DTW,MSP,528,N
11,5,7,1302,UA,SFO,PHX,651,N
1,3,1,1645,EV,CLT,CVG,335,Y
12,18,1,745,WN,SAN,OAK,446,N
1,4,2,1414,UA,SAN,SFO,447,Y
7,23,7,1219,HA,HNL,OGG,100,N
3,11,6,1649,OO,SFO,SMF,86,Y
8,14,1,1602,AA,DFW,MDW,797,N
1,26,4,1530,XE,IAH,BTR,253,N
2,12,7,1620,OO,COS,SLC,410,N
6,14,2,1845,WN,PHX,SNA,338,N
11,12,7,1435,AA,STL,ORD,258,Y
5,10,3,1857,MQ,DSM,DFW,624,Y
7,19,3,1325,MQ,LIT,DFW,304,N
1,9,1,726,UA,SAN,SFO,447,N
11,3,5,1322,EV,ATL,MOB,302,N
10,14,5,752,US,PVD,CLT,683,N
12,6,2,703,XE,TYS,IAH,772,N
10,20,5,853,FL,ATL,BOS,946,Y
2,3,5,2235,CO,EWR,TPA,998,Y
11,28,2,1804,XE,DFW,CLE,1021,N
10,10,1,1953,MQ,ORD,LSE,215,N
9,25,1,1726,US,ATL,PHX,1587,N
9,18,1,627,OH,BTV,JFK,267,N
6,29,4,1638,DL,ATL,BUF,712,N
7,12,2,1757,XE,IAH,LBB,458,N
4,6,3,944,AS,SEA,PHX,1107,N
5,23,2,734,AA,DFW,SAN,1171,N
10,19,3,1758,F9,DEN,PDX,992,N
8,14,7,1204,CO,LAX,EWR,2454,N
12,15,4,1947,F9,SNA,DEN,846,N
4,29,5,704,DL,MCO,JFK,944,N
2,5,7,1810,EV,IND,ATL,432,N
10,1,6,1137,UA,DEN,KOA,3329,N
9,15,5,958,AS,BUR,SEA,937,N
7,7,5,930,WN,BNA,RDU,443,N
2,9,3,2042,DL,FLL,LGA,1076,N
9,15,4,830,WN,LAX,OAK,337,N
3,21,1,1638,WN,SAN,SJC,417,Y
5,6,5,1735,OO,FCA,SLC,532,N
12,1,4,1322,XE,IAH,MCI,643,N
12,22,4,1329,AA,DFW,PHL,1302,N
2,26,6,1136,AA,TUL,ORD,585,Y
2,8,3,936,XE,IAH,SHV,192,N
9,13,3,1247,AS,SMF,SEA,605,N
9,29,4,645,US,CLT,PHL,448,N
11,4,5,821,OO,SLC,PIH,150,N
7,13,3,1206,NW,BOS,DTW,632,N
1,24,1,1912,US,BNA,CLT,329,N
11,26,6,2257,AS,FAI,ANC,261,Y
10,31,1,1923,MQ,DFW,ROC,1266,Y
6,12,1,550,MQ,MSN,ORD,109,N
3,20,1,1903,WN,HOU,MCO,848,N
11,3,5,1117,DL,TLH,ATL,223,N
6,5,7,1736,OH,JFK,BWI,184,N
8,23,2,844,NW,DTW,MSP,528,N
3,14,1,1158,EV,ATL,OKC,761,N
7,25,1,758,XE,TYS,IAH,772,Y
1,18,3,1245,WN,LAS,OAK,407,Y
5,28,6,1714,AA,JFK,SJU,1597,N
10,22,7,2355,UA,LAX,IAD,2288,Y
7,5,3,1309,UA,SNA,DEN,846,N
8,4,4,1132,UA,SFO,BWI,2457,N
5,31,3,758,WN,MCO,BWI,787,N
9,5,2,1543,AA,STL,ORD,258,N
1,24,2,1416,DL,CVG,TPA,773,N
11,14,2,1331,WN,BWI,MCI,967,N
12,30,6,1808,F9,DEN,SNA,846,N
3,18,5,744,EV,ATL,RIC,481,N
9,12,1,1651,DL,SLC,RDU,1823,N
8,15,2,753,UA,DEN,SEA,1024,N
6,20,1,1216,NW,MKE,MSP,297,N
11,29,2,919,DH,IAD,PVD,372,N
5,19,4,1107,DL,MDW,ATL,590,N
3,13,1,1717,UA,AUS,DEN,775,N
8,2,2,2055,AA,DFW,DCA,1192,N
12,13,3,1203,WN,HOU,DAL,239,N
8,5,5,1835,HP,PHX,ATL,1587,Y
9,18,1,659,WN,MDW,HOU,937,N
3,3,4,1149,DL,ATL,GSP,153,N
8,13,6,1206,XE,JAX,EWR,821,N
1,21,6,938,AS,SEA,SAN,1050,N
2,17,4,930,MQ,ORD,PIA,130,N
7,31,7,1505,DL,LAX,CVG,1900,N
4,12,3,1800,EV,ATL,DTW,594,Y
3,21,2,2030,WN,MDW,PVD,842,N
5,3,3,824,DL,SLC,ORD,1249,N
10,6,4,1717,DL,SLC,MCO,1929,N
10,18,3,2150,OO,SLC,LWS,461,Y
10,23,7,1808,CO,MCO,IAH,853,N
11,10,5,1554,XE,IAH,ICT,542,N
6,13,2,753,AA,DFW,LAX,1235,N
3,27,1,750,WN,PVD,MCO,1073,N
5,14,7,720,WN,PHX,ABQ,328,N
2,19,7,1607,NW,PVD,DTW,614,N
8,11,4,1119,OO,BUR,DEN,850,N
5,4,4,1421,YV,DTW,IAD,383,N
10,30,1,1841,OO,SJC,LAX,308,N
9,9,6,1439,NW,MSP,PHX,1276,Y
5,2,1,2115,EV,CRW,ATL,363,N
2,1,3,1705,NW,DTW,ORD,235,N
2,11,6,1505,MQ,DFW,LAW,140,N
9,14,3,1017,NW,DTW,IAD,383,N
1,24,1,1442,CO,IAH,SAN,1303,N
4,27,3,1312,EV,ATL,ROA,357,N
10,2,1,1825,UA,IAD,LAX,2288,Y
1,19,4,1333,WN,MDW,BDL,777,N
8,16,3,1710,OO,DEN,RAP,301,N
12,12,1,1851,AS,SNA,OAK,371,N
8,27,7,1733,DL,SLC,JFK,1989,Y
1,17,2,910,US,LAS,LAX,236,N
4,3,1,931,UA,BOS,ORD,867,Y
9,24,6,1820,WN,PHX,BUR,369,N
7,30,6,2040,WN,BNA,JAX,484,Y
7,7,4,834,HA,KOA,HNL,163,N
8,14,1,1014,OO,DEN,FSD,483,N
8,9,3,1359,AA,LGA,MIA,1097,N
12,18,7,1603,XE,EWR,BTV,266,N
11,11,5,1108,FL,BOS,BWI,370,N
8,23,3,1103,UA,LAS,SFO,414,N
11,14,2,849,FL,MCO,PIT,834,N
7,10,1,918,CO,IAH,EWR,1400,Y
6,24,5,1210,WN,SDF,STL,254,N
8,5,5,1830,WN,LAS,SMF,397,Y
1,5,3,1642,AA,BOS,DFW,1562,N
5,2,1,1620,EV,CVG,IAH,871,N
11,13,7,1209,XE,TUL,IAH,429,N
5,20,5,1624,UA,DEN,PHL,1557,Y
